question_from_llm,natural_question_arisen_from_code,python_script_path,tables,text,source_dataset,check_if_code_works,bias,number_of_nested_queries,error_message
"Among households in Oaxaca (ent = 20) that report owning/sharing a non‑ag business (nna01 = 1), how many ordered pairs of such households (within Oaxaca) exist where the left household’s interview was completed (rel = 20) and the right household’s interviewee is older than the average interviewee age across those Oaxaca business‑owner households? Count ordered pairs, not households or unordered pairs.","What is the count of ordered person pairs (A, B) in Oaxaca households that own or share a non‑agricultural business, where B’s age is above the overall average age of such individuals and A’s Result Interview equals 20?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000154.py,"[""ii_portad"", ""ii_in"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among households in Oaxaca (ent=20), what is the average total debts plus interests (crh04_2) for households where at least one member reports owning a motor vehicle (ah03d=1) and at least one (not necessarily the same) member reports owning financial assets/afores (ah03h=1)? Count each household once and include only households with a recorded debt value (crh04_1=1).","Among households in Oaxaca, what is the average total debts plus interest (in pesos) for those with at least one household member who owns a motor vehicle and at least one who owns financial assets/afores?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000155.py,"[""ii_portad"", ""ii_ah"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,join_fanout,1.0,
"Among states (ent) that have at least 50 distinct households with at least one member who owns a motor vehicle (ah03d = 1), what is the average amount received directly from Other Government Program (in02a10) per state, computed only among those vehicle-owner households that reported a strictly positive in02a10? Return one row per qualifying state, sorted by the average descending.","Among states with at least 50 households where at least one household member owns a motor vehicle, what is the average amount received directly from the Other Government Program by those households that received a positive amount, ranked from highest to lowest by state?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000156.py,"[""ii_portad"", ""ii_in"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Among households that own or share a non-agricultural business (nna01 = 1), which households received direct income from an Other Government Program (in02a10) strictly above the average in02a10 computed only among business-owning households who actually received that program (in01a10_1 = 1)? Return folio and in02a10, sorted by amount descending.","Among households where a member owns or shares a non-agricultural business and the household participated in and received income from an Other Government Program in the last 12 months, which Household IDs received an amount directly from that program greater than the average for this group, and what were those amounts, ordered from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000157.py,"[""ii_portad"", ""ii_in"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among Oaxaca households (ent = 20) that have at least one adult (edad ≥ 18), and that explicitly participated in and received income from the Other Government Program (in01a10_1 = 1 with positive in02a10), how many households (unique folio) report feeling Safe or Very safe at home (vlh04 in {1,2}) and also have in02a10 strictly above the average in02a10 computed only over that same eligible Oaxaca-adult household group (not the full dataset and not per individual)?","How many households in Oaxaca that have at least one adult (18+) received income from an Other Government Program with a positive direct amount that is above the average among such households, and whose members report feeling very safe or safe at home?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000158.py,"[""ii_portad"", ""ii_in"", ""ii_vlh"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among households that reported a numeric value for total debts + interests (crh04_1 = 1), how many households have an oldest interviewed member (max edad within the household) whose age is at least as high as the overall mean of these household-maximum ages across the debt-reporting households, split by whether they explicitly reported producing/selling dairy products in the last 12 months (inr02a = 1 Yes vs inr02a = 3 No)? Households with missing inr02a are excluded rather than treated as ""No"".","Among households that reported a value for total debts plus interests, how many have an oldest interviewed member at least as old as the average oldest age across these households, broken down by whether they produced or sold dairy products in the last 12 months (Yes vs No)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000159.py,"[""ii_portad"", ""ii_crh"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,column_provenance,3.0,
"By state (ent), among households where any member produced or sold dairy products in the last 12 months (inr02a=1), how many such households are there and, among them, how many received Liconsa milk in the last 12 months (in03a=1)? Count each household (folio) once using the household's state from ii_portad.","By state, how many households had any member produce or sell dairy products in the last 12 months, and among those households, how many also received Liconsa milk in the last 12 months?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000160.py,"[""ii_portad"", ""ii_inr"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Which states have at least 10 distinct households that (a) have at least one member aged 70 or older, (b) reported receiving 70 y más income in the last 12 months, (c) feel unsafe or very unsafe at home, and (d) did not report knowing anyone kidnapped in the last 12 months? Return the states and the qualifying household counts, sorted descending.","By state, how many households have at least one resident aged 70 or older, received the '70 y más' benefit in the last 12 months, feel unsafe or very unsafe at home, and do not report knowing a family or friend kidnapped in the last 12 months—showing only states with at least 10 such households, sorted from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000161.py,"[""ii_portad"", ""ii_vlh"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Which interviewed individuals in Oaxaca (ent = 20) who live in households that reported owning/sharing a non‑ag business (nna01 = 1) have an age at least as high as the average age among interviewed individuals in Oaxaca who live in households that reported not owning/sharing a non‑ag business (nna01 = 2)? Return folio, ls, and edad.","Which individuals in Oaxaca (ent=20) who live in households that own or share a non-agricultural business have an age greater than or equal to the average age of individuals in Oaxaca from households without such a business, and what are their household ID (folio), individual ID (ls), and age?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000162.py,"[""ii_portad"", ""ii_nna"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
How many interviewed individuals aged 18 or older in Oaxaca (ent=20) live in households that both own a motor vehicle (ah03d=1) and have total debts plus interests (crh04_2) strictly above the Oaxaca-wide average computed only among debt-reporting households (crh04_1=1)?,How many adults (18 or older) in Oaxaca live in households that own a motor vehicle and whose household’s reported total debts plus interest exceed the state’s average (calculated among Oaxaca households with reported values)?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000163.py,"[""ii_portad"", ""ii_inr"", ""ii_ah"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among households in Oaxaca (ent = 20) that explicitly answered “No” to having had a forced entry/robbery to their dwelling since 2005 (vlh12a_c = 3), considering only the household head as identified in the roster (ii_portad.ls = '01') and restricting the asset record to the head (ii_ah.ls = 1) who reported a positive peso value for electronic devices (ah04e_1 = 1 and ah04e_2 > 0), how many such heads reported an electronic-device value above the average within this same subset, and what is their average age?","Among adult household heads in Oaxaca whose households answered “No” to the question “No had entered force robbery in the household since 2005?” and who reported a positive value for electronic devices, how many have an electronic‑device value above the overall average for this group, and what is their average age?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000164.py,"[""ii_portad"", ""ii_in"", ""ii_ah"", ""ii_vlh"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among households that reported any disease/accident/hospitalization event in the last five years (se01b = 1) and have at least one adult member (edad >= 18), what is the average total debts plus interests (crh04_2, only where crh04_1 = 1) by state (ent) and by whether the household owns/shares a non‑agricultural business (nna01 = 1 vs 2), considering only those households whose reported total debt exceeds the overall mean debt across all impacted households (with se01b = 1 and crh04_1 = 1)?","Among households that experienced a disease/accident/hospitalization in the last five years, have at least one adult (age 18+), and reported a value for total debts plus interest, what is the average total debt (in pesos) and the number of households for those whose debt exceeds the overall average for such households, broken down by state and by whether the household owns or shares a non‑agricultural business?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000165.py,"[""ii_portad"", ""ii_su"", ""ii_nna"", ""ii_crh"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among households that explicitly answered ""No"" to knowing any family or friend robbed in the last 12 months (vlh10a = 3), which states (ent) have an average perceived safety-at-home score (vlh04; 1=very safe, 4=very unsafe) that is at least ""Unsafe"" (average >= 3) and also exceeds the national average among that same subset? Return the state code, the average score, and the number of households.","Among households who answered 'No' to knowing a family or friend who was robbed in the last 12 months, which states have an average response to 'Do you feel safe at home?' of 3 or higher (Unsafe/Very unsafe) that is above the national average for this group, and what are the average scores and household counts for those states, ranked from highest (least safe) to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000166.py,"[""ii_portad"", ""ii_vlh"", ""ii_crh"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among households that reported receiving Liconsa milk in the last 12 months (in03a = 1), which interviewed household members feel unsafe at home (vlh04 = 3 or 4) and are older than the average interviewed age computed only within that same Liconsa-recipient group? Return their folio, edad, and vlh04.","Among households that received Liconsa milk in the last 12 months, which individuals (by household ID) live in households that feel unsafe or very unsafe at home (vlh04 = 3 or 4) and are older than the overall average Age Interviewed of individuals in Liconsa‑receiving households?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000167.py,"[""ii_portad"", ""ii_in"", ""ii_vlh"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households that used a plot/land (su01=1) and have at least one interviewed adult aged 18 or older, which states (ent) have an above-average number of such households that reported having any debt in the last 12 months (crh02_1=1)? Count each household only once even if multiple adults are interviewed.","Which states have more than the average number of households that use a plot of land for farming and reported owing money on credit/loans in the last 12 months (considering only households with at least one adult), and how many such households are there in each state, ranked from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000168.py,"[""ii_portad"", ""ii_crh"", ""ii_su"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,multi_join,3.0,
"Among Oaxaca (ent=20) households that reported a numeric value for total debts + interests (crh04_1 = 1), what is the average total debts + interests (crh04_2, pesos) for those households that contain at least one member aged 60 or older and at least one other member under 30 living in the same household, considering only those such households whose total debt is at least as large as the Oaxaca-wide average among all households with recorded debt values? Do not treat missing or DK debt entries as zero.","Among households in Oaxaca that have at least one member aged 60 or older and at least one member younger than 30, what is the average total debts plus interests (in pesos) for those households whose total debt is greater than or equal to the Oaxaca-wide average among indebted households?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000169.py,"[""ii_portad"", ""ii_crh"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among Oaxaca households (ent = 20) that have at least one adult (edad >= 18) and at least one reported electronic-device value, how many distinct households where at least one member produced/sold crafts in the last 12 months (inr02f = 1) have a total electronic-device value greater than the Oaxaca-wide average computed across all such adult Oaxaca households with reported electronic-device value (not just among craft-producing households)?",How many Oaxaca households with at least one adult (age 18+) that produced or sold crafts in the last 12 months have a total reported value of electronic devices above the average for Oaxaca households with at least one adult that own electronic devices with reported values?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000170.py,"[""ii_portad"", ""ii_inr"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among states with at least 30 households that (a) have at least one interviewed adult (edad ≥ 18), (b) reported owning/sharing a non-ag business (nna01 = 1), and (c) provided a valid answer about feeling safe at home (vlh04 ∈ {1,2,3,4}), which states have an above-average number (relative to those qualifying states) of such households that started living in their current home in 2005 or later (vlh02_2 ≥ 2005)? Return the state code (ent), the total number of qualifying households, and the number living there since 2005+, sorted by the latter descending.","By state, among households that include an adult (age ≥ 18), have a member who owns or shares a non‑agricultural business, and answered the “Feel safe at home” question, which states have at least 30 such households, and for those states what are the total number of these households and how many have lived in their home since 2005 or later? Show only states whose post‑2005 count is at or above the average across the qualifying states, ordered by that count descending.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000171.py,"[""ii_portad"", ""ii_nna"", ""ii_inr"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Among interviewed individuals living in households that both used a plot of land for agriculture (su01 = 1) and produced/sold honey in the last 12 months (inr02i = 1), which states (ent) have a mean age strictly greater than the overall mean age of those same individuals? Return the state code and its mean age, sorted descending by the state mean age.","Among households that use land for farming and produced/sold honey in the last 12 months, which states have an average age of interviewed individuals higher than the overall average across these households, and what is that average age for each state (sorted from highest to lowest)?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000172.py,"[""ii_portad"", ""ii_inr"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"By state (ent), among households that reported a household member’s death in the last five years (se01a = 1), what proportion of households—counting each household at most once—have both (a) at least one adult member (edad >= 18) and (b) at least one household member who personally owns a domestic appliance (ah03g = 1), not necessarily the same person? Return the numerator (households meeting both a and b) and the denominator (all death-reporting households) per state.","For each state, among households that reported a household member’s death in the last five years, how many households had at least one adult (age 18+) and at least one member who owns a domestic appliance, and how many households reported such a death in total?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000173.py,"[""ii_portad"", ""ii_se"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,multi_join,1.0,
"Among households that reported in the last 5 years a serious illness/accident/hospitalization of a household member (se01b = 1), how many households contain at least one pair of members where one interviewed person is aged 60 or older and another is younger than 15, and that in the last 12 months participated in and received income from the 'Other Government Program' (in01a10_1 = 1)?","How many households have at least one member aged 60 or older and at least one member younger than 15, reported a household illness/accident/hospitalization in the last five years, and received income from an Other Government Program in the last 12 months?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000174.py,"[""ii_portad"", ""ii_se"", ""ii_in"", ""ii_nna""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_in_enriched.txt"", ""ii_nna_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among Oaxaca households (identified at the household level even though state ent is recorded per individual in ii_portad), what is the average value of electronic devices (ah04e_2) for households that both (i) used a plot/land (su01=1) and spent on farm workers (su237) strictly above the mean workers’ expense computed only among Oaxaca plot-using households, and (ii) explicitly reported a numeric total debts+interests value (crh04_1=1 and crh04_2>0)? Compute the statistic per household, not per individual or per asset record.","Among households in Oaxaca that use a plot for farming, what is the average value (in pesos) of their electronic devices for those with a reported positive total debt and whose total expense on agricultural workers is above the average across Oaxaca plot-using households?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000175.py,"[""ii_portad"", ""ii_crh"", ""ii_ah"", ""ii_inr"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Among households that both reported using a plot of land (su01 = 1) and provided an explicit peso value for total debts plus interests (crh04_1 = 1, using crh04_2), restrict to those households whose own total debts exceed the overall mean across such agricultural indebted households nationwide. Among this restricted set, which states (ent) have an average total debts+interests per household above 10,000 pesos? Return the state code and the average.","Among households that use a plot or land for farming and have a recorded total debt (debts plus interest), which states have an average household total debt—computed only from households whose debt exceeds the overall average across this group—greater than 10,000 pesos, and what is that average by state?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000176.py,"[""ii_portad"", ""ii_crh"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,having,3.0,
"Among households in Oaxaca (ent=20) that explicitly reported a value for total debts plus interests (crh04_1=1), which households received a positive direct amount from an Other Government Program (in02a10 > 0) that is at least as large as the average in02a10 among similarly indebted households outside Oaxaca who also received a positive amount? Return the household IDs along with their total debts amount (crh04_2) and the in02a10 amount.","Which households in Oaxaca that reported a numeric value for total debts and interests received a positive direct amount from the Other Government Program that is at least as high as the average such amount among households in other states who also reported a debt value and a positive program amount, and what are their Household IDs, total debts+interests in pesos, and the received amount?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000177.py,"[""ii_portad"", ""ii_crh"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,scalar_filter,3.0,
"Among households in Oaxaca (ent=20) whose oldest interviewed member is at least 18 years old, what is the average number of times they report being robbed in house/business/parcel since 2005 (vlh18a) for those households that both own/share a non-agricultural business (nna01=1) and have a robbery count at least as high as the Oaxaca adult-household average? Treat households as distinct entities (one row per folio when deriving age/state) and exclude households without a recorded business-ownership response.","Among households in Oaxaca with at least one adult (18+), what is the average number of times since 2005 that their house, business, or parcel was entered or robbed, considering only those households that own or share a non‑agricultural business and whose total is at or above the Oaxaca statewide average?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000178.py,"[""ii_portad"", ""ii_su"", ""ii_nna"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among adults (edad >= 18) interviewed in Oaxaca (ent = 20) who live in households that experienced a forced entry into the current dwelling since 2005 (vlh12a_a = 1), what is the mean age by whether any household member owns poultry (ah03m = 1 anywhere in ii_ah for the same folio), considering only those adults who are strictly older than the overall mean age within this subset?","Among adults (18+) in Oaxaca living in households that experienced a forced-entry robbery of their current dwelling since 2005, what is the average age and the number of adults who are older than the group’s overall mean age, split by whether any household member owns poultry?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000179.py,"[""ii_portad"", ""ii_su"", ""ii_se"", ""ii_vlh"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_se_enriched.txt"", ""ii_vlh_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among households in Oaxaca (ent=20) that reported a numeric value for total debts plus interests (crh04_1=1), what is the average household motor-vehicle value (ah04d_2), counting only households that explicitly reported owning a motor vehicle (ah03d=1) and ensuring each household is counted once even if multiple individuals answered the asset module?",What is the average reported value of motor vehicles among households in Oaxaca that own a motor vehicle and reported a value for their total debts and interests?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000180.py,"[""ii_portad"", ""ii_ah"", ""ii_crh"", ""ii_se"", ""ii_in""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_se_enriched.txt"", ""ii_in_enriched.txt""]",hh09dta_b2,yes,join_fanout,3.0,
"Which states (ent) have at least 50 households that include at least one interviewed adult (edad >= 18), and among those qualifying households in each such state, how many explicitly report owning an electronic device (ah03e = 1)? Return the state code and the household count, counting each household at most once and treating only explicit Yes responses as ownership.","Among states with at least 50 households that include an adult (age 18+), how many households in each state own an electronic device, ranked from highest to lowest?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000181.py,"[""ii_portad"", ""ii_nna"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,having,1.0,
"Among households that have at least one recorded break-in/forced entry since 2005 (i.e., with a positive count, not just missing), which 5 states (ent codes from ii_portad) have the most households whose number of such incidents since 2005 exceeds the overall average among those robbed households? Return the state code and the count, sorted descending.",Which five states have the most households whose total number of house/business/parcel robberies since 2005 is above the overall average among households that experienced at least one such incident?,python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000182.py,"[""ii_portad"", ""ii_ah"", ""ii_inr"", ""ii_vlh""]","[""ii_portad_enriched.txt"", ""ii_ah_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_vlh_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households that have at least one adult (age >= 18) — counting each household only once even if multiple adults live there — and considering only explicit Yes responses, which states (ent) have a count of households that both sold meat in the last 12 months (inr02c=1) and experienced an illness/accident/hospitalization in the last 5 years (se01b=1) greater than or equal to the national average such count among those adult-households?","Which states have a count of households—with at least one adult (age 18+), that produced or sold meat in the last 12 months, and that experienced a disease/accident/hospitalization in the past five years—greater than or equal to the average such count across all states, and what is that count for each of those states?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000183.py,"[""ii_portad"", ""ii_inr"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Among households that reported exact peso values for both money owed in the last 12 months (crh02_1=1) and money paid in the last 12 months (crh03_1=1), and whose amount paid (crh03_2) exceeds both their amount owed (crh02_2) and the overall average owed among value-reporting households, how many such distinct households own/share a non-ag business (nna01=1) in each state (ent)? Count distinct households after merging to the person-level roster (ii_portad), not person rows.","Rank states by the number of households in which a member owns or shares a non-agricultural business and that, in the last 12 months, reported paying more on debts than they borrowed, with payments also exceeding the average borrowed amount among indebted households.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000184_repaired_v1.py,"[""ii_portad"", ""ii_se"", ""ii_nna"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,column_provenance,2.0,
"Among Oaxaca (ent=20) households that have at least one adult (aged 18+), what is the average age of the oldest interviewed person per household, considering only households where at least one member reported producing/selling eggs in the last 12 months? Each household must be counted once regardless of how many members reported egg production.","Among households in Oaxaca that reported producing or selling eggs in the last 12 months and have at least one adult (age 18+), what is the average age of the oldest household member?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000185.py,"[""ii_portad"", ""ii_nna"", ""ii_su"", ""ii_inr""]","[""ii_portad_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
"Among states represented by at least 20 distinct households that both used a plot of land for cultivation (su01 = 1 in ii_su) and explicitly reported a numeric value for total debts plus interest (crh04_1 = 1 in ii_crh), which states have an average total debt (crh04_2) above the nationwide average across these qualifying households? Return the state codes with their counts of qualifying households and average debt, sorted by average debt descending.","Among households that use a plot/land for sowing/farming, which states have at least 20 households with a reported total debts + interests amount and an average total debts + interests (in pesos) above the overall average across these households? List each qualifying state with the number of households and its average debt, sorted from highest to lowest average debt.",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000186.py,"[""ii_portad"", ""ii_crh"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_crh_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,having,2.0,
"Among households that both use agricultural land (su01 = 1) and reported participating and receiving income from the 'Other Government Program' (in01a10_1 = 1), which households received a positive direct amount from that program (in02a10 > 0) strictly greater than the average positive amount among those same qualifying households? Return their Household ID (folio) and the amount (in02a10).","Among households where a member uses land for farming, which households that participated in an Other Government Program in the last 12 months received a positive direct payment from that program greater than the average for this group, and what are their Household IDs and amounts received?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000187.py,"[""ii_portad"", ""ii_in"", ""ii_su""]","[""ii_portad_enriched.txt"", ""ii_in_enriched.txt"", ""ii_su_enriched.txt""]",hh09dta_b2,yes,scalar_filter,1.0,
"Among households that both reported a household member’s death in the last 5 years (se01a = 1) and reported a total debts value (crh04_1 = 1), how many such households per state (ent) have at least one interviewed individual aged 60 or older, and how many total such households are there per state? Use distinct households (folio) as the unit, not individual rows.","For each state, among households that reported a death of a member in the last five years and provided a value for total debts plus interests, how many have at least one person aged 60 or older, and how many such households are there in total?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000188.py,"[""ii_portad"", ""ii_se"", ""ii_nna"", ""ii_crh""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_crh_enriched.txt""]",hh09dta_b2,yes,multi_join,2.0,
"Which states have an above-national-average mean of the last-12-month quantity of dairy products sold (inr03a), among households that have at least one interviewed adult (edad >= 18) and an ii_inr record with ls = 2 (using ls_y after the join), and that reported producing/selling dairy food (inr02a = 1)? Compute state means at the household level (distinct folio: count each household once by taking the maximum inr03a within the household to avoid row-duplication).","Which states have an above-national-average mean household quantity of dairy products sold in the last 12 months, considering households where an adult (age 18+) member with individual ID 2 reported producing/selling dairy products, and what is that mean for each such state?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000189.py,"[""ii_portad"", ""ii_su"", ""ii_inr"", ""ii_nna"", ""ii_se""]","[""ii_portad_enriched.txt"", ""ii_su_enriched.txt"", ""ii_inr_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_se_enriched.txt""]",hh09dta_b2,yes,column_provenance,1.0,
"Among Oaxaca (ent = 20) households that reported receiving Liconsa milk in the last 12 months (in03a = 1), how many such households have an average member age strictly above the overall Oaxaca household average age (computed across all Oaxaca households, not just those receiving Liconsa), and what is their mean household total value of electronic devices (ah04e_2) aggregated across members?","Among households in Oaxaca that reported receiving Liconsa milk in the last 12 months, what is the average total value of their electronic devices and how many households meet this criterion, considering only those whose household average member age is above the overall Oaxaca household average age?",python_script_for_queries/SQL_TYPE_ALONE/v2/hh09dta_b2/query_000190.py,"[""ii_portad"", ""ii_se"", ""ii_nna"", ""ii_in"", ""ii_ah""]","[""ii_portad_enriched.txt"", ""ii_se_enriched.txt"", ""ii_nna_enriched.txt"", ""ii_in_enriched.txt"", ""ii_ah_enriched.txt""]",hh09dta_b2,yes,join_fanout,2.0,
